Date           Open    High    Low     Close   Volume        Vol in 1Adj Close
      8/17/1993  452.38   453.7  451.96  453.13     261320000   26132  453.13
      8/18/1993  453.21  456.99  453.21  456.04     312940000   31294  456.04
      8/19/1993  456.01  456.76   455.2  456.43     293330000   29333  456.43
      8/20/1993  456.51  456.68   454.6  456.16     276800000   27680  456.16
      8/23/1993  456.12  456.12  454.29  455.23     212500000   21250  455.23
      8/24/1993  455.23  459.77  455.04  459.77     270700000   27070  459.77
      8/25/1993  459.75  462.04   459.3  460.13     301650000   30165  460.13
      8/26/1993  460.04  462.87  458.82  461.04     254070000   25407  461.04
      8/27/1993  461.05  461.05  459.19  460.54     196140000   19614  460.54
      8/30/1993  460.54  462.58  460.28   461.9     194180000   19418   461.9
      8/31/1993   461.9  463.56  461.29  463.56     252830000   25283  463.56
       9/1/1993  463.55   463.8  461.77  463.15     245040000   24504  463.15
       9/2/1993  463.13  463.54  461.07   461.3     259870000   25987   461.3
       9/3/1993   461.3  462.05  459.91  461.34     197160000   19716  461.34
       9/7/1993  461.34  462.07  457.95  458.52     229500000   22950  458.52
       9/8/1993  458.52  458.53  453.75  456.65     283100000   28310  456.65
       9/9/1993  456.65  458.11  455.17   457.5     258070000   25807   457.5
      9/10/1993  457.49  461.86  457.49  461.72     269950000   26995  461.72
      9/13/1993   461.7  463.38  461.41  462.06     244970000   24497  462.06
      9/14/1993  461.93  461.93  458.15   459.9     258650000   25865   459.9
      9/15/1993   459.9  461.96  456.31   461.6     294410000   29441   461.6
      9/16/1993  461.54  461.54     459  459.43     229700000   22970  459.43
      9/17/1993  459.43  459.43  457.09  458.83     381370000   38137  458.83
      9/20/1993  458.84  459.91     455  455.05     231130000   23113  455.05
      9/21/1993  455.05   455.8  449.64  452.95     300310000   30031  452.95
      9/22/1993  452.94  456.92  452.94   456.2     298960000   29896   456.2
      9/23/1993  456.25  458.69  456.25  457.74     275350000   27535  457.74
      9/24/1993  457.74  458.56  456.92  457.63     248270000   24827  457.63
      9/27/1993  457.63  461.81  457.63   461.8     244920000   24492   461.8
      9/28/1993  461.84  462.08  460.91  461.53     243320000   24332  461.53
      9/29/1993   461.6  462.17  459.51  460.11     277690000   27769  460.11
      9/30/1993  460.11  460.56  458.28  458.93     280980000   28098  458.93
      10/1/1993  458.93  461.48  458.35  461.28     256880000   25688  461.28
      10/4/1993  461.28   461.8  460.02  461.34     229380000   22938  461.34
      10/5/1993  461.34  463.15  459.45   461.2     294570000   29457   461.2
      10/6/1993  461.24   462.6  460.26  460.74     277070000   27707  460.74
      10/7/1993  460.71  461.13  459.08  459.18     255210000   25521  459.18
      10/8/1993  459.18  460.99   456.4  460.31     243600000   24360  460.31
     10/11/1993  460.31  461.87  460.31  460.88     183060000   18306  460.88
     10/12/1993  461.04  462.47  460.73  461.12     263970000   26397  461.12
     10/13/1993  461.12  461.98  460.76  461.49     290930000   29093  461.49
     10/14/1993  461.55  466.83  461.55  466.83     352530000   35253  466.83
     10/15/1993  466.83   471.1  466.83   469.5     366110000   36611   469.5
     10/18/1993   469.5  470.04  468.02  468.45     329580000   32958  468.45
     10/19/1993  468.41  468.64   464.8  466.21     304400000   30440  466.21
     10/20/1993  466.21  466.87  464.54  466.07     305670000   30567  466.07
     10/21/1993  466.06  466.64  464.38  465.36     289600000   28960  465.36
     10/22/1993  465.36  467.82  463.27  463.27     301440000   30144  463.27
     10/25/1993  463.27  464.49  462.05   464.2     260310000   26031   464.2
     10/26/1993   464.2  464.32  462.65   464.3     284530000   28453   464.3
     10/27/1993   464.3  464.61  463.36  464.61     279830000   27983  464.61
     10/28/1993  464.52  468.76  464.52  467.73     301220000   30122  467.73
     10/29/1993  467.72   468.2  467.37  467.83     270570000   27057  467.83
      11/1/1993  467.83  469.11  467.33   469.1     256030000   25603   469.1
      11/2/1993   469.1   469.1   466.2  468.44     304780000   30478  468.44
      11/3/1993  468.44  468.61  460.95  463.02     342110000   34211  463.02
      11/4/1993  463.02  463.16  457.26  457.49     323430000   32343  457.49
      11/5/1993  457.49  459.63  454.36  459.57     336890000   33689  459.57
      11/8/1993  459.57  461.54  458.78  460.21     234340000   23434  460.21
      11/9/1993  460.21  463.42  460.21  460.33     276360000   27636  460.33
     11/10/1993   460.4  463.72  459.57  463.72     283450000   28345  463.72
     11/11/1993  463.72  464.96  462.49  462.64     283820000   28382  462.64
     11/12/1993  462.64  465.84  462.64  465.39     326240000   32624  465.39
     11/15/1993  465.39  466.13  463.01  463.75     251030000   25103  463.75
     11/16/1993  463.75  466.74  462.97  466.74     303980000   30398  466.74
     11/17/1993  466.74  467.24  462.73  464.81     316940000   31694  464.81
     11/18/1993  464.83  464.88  461.73  463.62     313490000   31349  463.62
     11/19/1993  463.59   463.6  460.03   462.6     302970000   30297   462.6
     11/22/1993   462.6   462.6  457.08  459.13     280130000   28013  459.13
     11/23/1993  459.13  461.77  458.47  461.03     260400000   26040  461.03
     11/24/1993  461.03   462.9  461.03  462.36     230630000   23063  462.36
     11/26/1993  462.36  463.63  462.36  463.06      90220000    9022  463.06
     11/29/1993  463.06  464.83  461.83   461.9     272710000   27271   461.9
     11/30/1993   461.9  463.62  460.45  461.79     286660000   28666  461.79
      12/1/1993  461.93  464.47  461.63  461.89     293870000   29387  461.89
      12/2/1993  461.89  463.22  461.45  463.11     256370000   25637  463.11
      12/3/1993  463.13  464.89  462.67  464.89     268360000   26836  464.89
      12/6/1993  464.89  466.89   464.4  466.43     292370000   29237  466.43
      12/7/1993  466.43  466.77  465.44  466.76     285690000   28569  466.76
      12/8/1993  465.88  466.73  465.42  466.29     314460000   31446  466.29
      12/9/1993  466.29  466.54  463.87  464.18     287570000   28757  464.18
     12/10/1993  464.18  464.87  462.66  463.93     245620000   24562  463.93
     12/13/1993  463.93  465.71  462.71   465.7     256580000   25658   465.7
     12/14/1993  465.73  466.12  462.46  463.06     275050000   27505  463.06
     12/15/1993  463.06  463.69  461.84  461.84     331770000   33177  461.84
     12/16/1993  461.86  463.98  461.86  463.34     284620000   28462  463.34
     12/17/1993  463.34  466.38  463.34  466.38     363750000   36375  466.38
     12/20/1993  466.38   466.9  465.53  465.85     255900000   25590  465.85
     12/21/1993  465.84  465.92  464.03   465.3     273370000   27337   465.3
     12/22/1993  465.08  467.38  465.08  467.32     272440000   27244  467.32
     12/23/1993   467.3  468.97   467.3  467.38     227240000   22724  467.38
     12/27/1993   467.4  470.55  467.35  470.54     171200000   17120  470.54
     12/28/1993  470.61  471.05  469.43  470.94     200960000   20096  470.94
     12/29/1993  470.88  471.29  469.87  470.58     269570000   26957  470.58
     12/30/1993  470.58  470.58  468.09  468.64     195860000   19586  468.64
     12/31/1993  468.66  470.75  466.45  466.45     168590000   16859  466.45
       1/3/1994  466.51  466.94  464.36  465.44     270140000   27014  465.44
       1/4/1994  465.44  466.89  464.44  466.89     326600000   32660  466.89
       1/5/1994  466.89  467.82  465.92  467.55     400030000   40003  467.55
       1/6/1994  467.55     469  467.02  467.12     365960000   36596  467.12
       1/7/1994  467.09  470.26  467.03   469.9     324920000   32492   469.9
      1/10/1994   469.9  475.27  469.55  475.27     319490000   31949  475.27
      1/11/1994  475.27  475.28  473.27  474.13     305490000   30549  474.13
      1/12/1994  474.13  475.06  472.14  474.17     310690000   31069  474.17
      1/13/1994  474.17  474.17   471.8  472.47     277970000   27797  472.47
      1/14/1994   472.5  475.32   472.5  474.91     304920000   30492  474.91
      1/17/1994  474.91  474.91  472.84   473.3     233980000   23398   473.3
      1/18/1994   473.3  475.19  473.29  474.25     308840000   30884  474.25
      1/19/1994  474.25   474.7  472.21   474.3     311370000   31137   474.3
      1/20/1994   474.3     475  473.42  474.98     310450000   31045  474.98
      1/21/1994  474.98  475.56  473.72  474.72     346350000   34635  474.72
      1/24/1994  474.72   475.2  471.49  471.97     296900000   29690  471.97
      1/25/1994  471.97  472.56  470.27  470.92     326120000   32612  470.92
      1/26/1994  470.92  473.44  470.72   473.2     304660000   30466   473.2
      1/27/1994   473.2  477.52   473.2  477.05     346500000   34650  477.05
      1/28/1994  477.05  479.75  477.05   478.7     313140000   31314   478.7
      1/31/1994   478.7  482.85   478.7  481.61     322870000   32287  481.61
       2/1/1994   481.6  481.64  479.18  479.62     322510000   32251  479.62
       2/2/1994  479.62  482.23  479.57     482     328960000   32896     482
       2/3/1994  481.96  481.96  478.71  480.71     318350000   31835  480.71
       2/4/1994  480.68  481.02  469.28  469.81     378380000   37838  469.81
       2/7/1994  469.81  472.09  467.57  471.76     348270000   34827  471.76
       2/8/1994  471.76  472.33   469.5  471.05     318180000   31818  471.05
       2/9/1994  471.05  473.41  471.05  472.77     332670000   33267  472.77
      2/10/1994  472.81  473.13  468.91  468.93     327250000   32725  468.93
      2/11/1994  468.93  471.13  466.89  470.18     213740000   21374  470.18
      2/14/1994  470.18  471.99  469.05  470.23     263190000   26319  470.23
      2/15/1994  470.23  473.41  470.23  472.52     306790000   30679  472.52
      2/16/1994  472.53  474.16  471.94  472.79     295450000   29545  472.79
      2/17/1994  472.79  475.12  468.44  470.34     340030000   34003  470.34
      2/18/1994  470.29  471.09  466.07  467.69     293210000   29321  467.69
      2/22/1994  467.69  471.65  467.58  471.46     270900000   27090  471.46
      2/23/1994  471.48  472.41  469.47  470.69     309910000   30991  470.69
      2/24/1994  470.65  470.65  464.26  464.26     342940000   34294  464.26
      2/25/1994  464.33  466.48  464.33  466.07     273680000   27368  466.07
      2/28/1994  466.07  469.16  466.07  467.14     268690000   26869  467.14
       3/1/1994  467.19  467.43  462.02  464.44     304450000   30445  464.44
       3/2/1994   464.4  464.87  457.49  464.81     361130000   36113  464.81
       3/3/1994  464.81  464.83   462.5  463.01     291790000   29179  463.01
       3/4/1994  463.03  466.16  462.41  464.74     311850000   31185  464.74
       3/7/1994  464.74  468.07  464.74  466.91     285590000   28559  466.91
       3/8/1994  466.92  467.79  465.02  465.88     298110000   29811  465.88
       3/9/1994  465.94  467.42   463.4  467.06     309810000   30981  467.06
      3/10/1994  467.08  467.29  462.46   463.9     369370000   36937   463.9
      3/11/1994  463.86  466.61  462.54  466.44     303890000   30389  466.44
      3/14/1994  466.44   467.6  466.08  467.39     260150000   26015  467.39
      3/15/1994  467.39  468.99  466.04  467.01     303750000   30375  467.01
      3/16/1994  467.04  469.85  465.48  469.42     307640000   30764  469.42
      3/17/1994  469.42  471.05  468.62   470.9     303930000   30393   470.9
      3/18/1994  470.89  471.09  467.83  471.06     462240000   46224  471.06
      3/21/1994  471.06  471.06  467.23  468.54     247380000   24738  468.54
      3/22/1994   468.4  470.47  467.88   468.8     282240000   28224   468.8
      3/23/1994  468.89  470.38  468.52  468.54     281500000   28150  468.54
      3/24/1994  468.57  468.57  462.41  464.35     303740000   30374  464.35
      3/25/1994  464.35  465.29  460.58  460.58     249640000   24964  460.58
      3/28/1994  460.58  461.12   456.1     460     287350000   28735     460
      3/29/1994     460  460.32  452.43  452.48     305360000   30536  452.48
      3/30/1994  452.48  452.49  445.55  445.55     390520000   39052  445.55
      3/31/1994  445.55  447.16  436.16  445.77     403580000   40358  445.77
       4/4/1994  445.66  445.66  435.86  438.92     344390000   34439  438.92
       4/5/1994  439.14  448.29  439.14  448.29     365990000   36599  448.29
       4/6/1994  448.29  449.63  444.98  448.05     302000000   30200  448.05
       4/7/1994  448.11   451.1  446.38  450.88     289280000   28928  450.88
       4/8/1994  450.89  450.89  445.51   447.1     264090000   26409   447.1
      4/11/1994  447.12  450.34   447.1  449.87     243180000   24318  449.87
      4/12/1994  449.83   450.8  447.33  447.57     257990000   25799  447.57
      4/13/1994  447.63  448.57  442.62  446.26     278030000   27803  446.26
      4/14/1994  446.26  447.55  443.57  446.38     275130000   27513  446.38
      4/15/1994  446.38  447.85  445.81  446.18     309550000   30955  446.18
      4/18/1994  446.27  447.87  441.48  442.46     271470000   27147  442.46
      4/19/1994  442.54  444.82  438.83  442.54     323280000   32328  442.54
